H1,H2,weight,group_id
930590,930591,0.7252558577250657,105
930590,930599,0.2747441422749343,105
810510,810520,0.9556905877695177,88
810510,810530,0.0443094122304823,88
410390,410330,0.9149371055687218,64
410710,410330,0.0504681674788252,64
410790,410330,0.0,64
410390,410390,0.0850628944312781,64
410710,410390,0.0,64
410790,410390,0.2803628507973032,64
410390,410631,0.0,64
410710,410631,0.0974487289395281,64
410790,410631,0.0,64
410390,410632,0.0,64
410710,410632,0.1767881554037611,64
410790,410632,0.0,64
410390,410691,0.0,64
410710,410691,0.0,64
410790,410691,4.3226658384837775e-09,64
410390,410692,0.0,64
410710,410692,0.0,64
410790,410692,0.1952967935909284,64
410390,411320,0.0,64
410710,411320,0.6752949481778854,64
410790,411320,0.0,64
410390,411390,0.0,64
410710,411390,0.0,64
410790,411390,0.5243403512891025,64
810810,810820,0.9080126278592688,90
810810,810830,0.0919873721407312,90
810310,810320,0.9563158516561828,87
810310,810330,0.0436841483438172,87
510530,510531,0.2917055229823207,75
510530,510539,0.7082944770176792,75
810191,810194,0.4891112289990019,85
810191,810197,0.510888771000998,85
293970,293991,0.0,50
293990,293991,3.072058404323931e-15,50
293970,293999,1.0,50
293990,293999,0.9999999999999968,50
030239,030234,0.168365913442096,5
030239,030235,0.2602587761486676,5
030239,030236,0.5713753104092172,5
030239,030239,1.9076922895167083e-14,5
950800,950810,0.2508540503472763,107
950800,950890,0.7491459496527237,107
293379,293372,9.59688056296872e-11,47
293379,293379,0.9999999999040312,47
293299,293295,0.0116320836790111,42
293299,293299,0.9883679163209887,42
293340,293341,0.016506047831388,44
293340,293349,0.983493952168612,44
121190,121130,0.0481646342671717,14
121190,121140,0.029065003311955,14
121190,121190,0.9227703624208732,14
600293,600631,0.1303740601552484,82
600293,600632,0.4191491492834092,82
600293,600633,0.1072920917757583,82
600293,600634,0.1254264319858657,82
600293,600641,0.0410213461550165,82
600293,600642,0.0716138474425136,82
600293,600643,0.0437907479597763,82
600293,600644,0.0613323252424115,82
293351,293352,0.4061139019746495,45
293351,293353,0.5280688511064021,45
293351,293354,0.0658172469189484,45
200920,200921,0.2105291706400534,22
200920,200929,0.7894708293599465,22
600220,600310,0.1827489847510846,77
600220,600320,0.2256551243678567,77
600220,600330,0.2066917965832869,77
600220,600340,0.1949563913963195,77
600220,600390,0.189947702901452,77
410110,410120,1.0,60
410121,410120,0.0863259823775622,60
410122,410120,0.0,60
410129,410120,0.0,60
410130,410120,0.3114303380096842,60
410140,410120,1.4677258157486448e-08,60
410410,410120,7.455520876769606e-10,60
