H0,S3,weight,group_id
320190,2823,0.0,12
320300,2823,0.0,12
320610,2823,0.0,12
320620,2823,0.0,12
320630,2823,0.0,12
320641,2823,0.0,12
320642,2823,0.0,12
320643,2823,0.0,12
320649,2823,0.0,12
320650,2823,0.0,12
340700,2823,0.0,12
350110,2823,0.0,12
350190,2823,0.0,12
350290,2823,0.0,12
350300,2823,0.0,12
350400,2823,0.0,12
350510,2823,0.0,12
350520,2823,0.0,12
350610,2823,0.0,12
350691,2823,0.0,12
350699,2823,0.0,12
370710,2823,0.0,12
370790,2823,0.0,12
380110,2823,0.0,12
380120,2823,0.0,12
380130,2823,0.0,12
380190,2823,0.0,12
380210,2823,0.0,12
380290,2823,0.0,12
380910,2823,0.0,12
380991,2823,0.0,12
380992,2823,0.0,12
380993,2823,0.0,12
380999,2823,0.0,12
381010,2823,0.0,12
381090,2823,0.0,12
381210,2823,0.0,12
381220,2823,0.0,12
381230,2823,0.0,12
381300,2823,0.0,12
382100,2823,0.0,12
382200,2823,0.0,12
382310,2823,0.0,12
382320,2823,0.0,12
382330,2823,0.0,12
382340,2823,0.0,12
382350,2823,0.0,12
382360,2823,0.0,12
382390,2823,0.0,12
392010,2823,0.0,12
392020,2823,0.0,12
392030,2823,0.0,12
392041,2823,0.0,12
392042,2823,0.0,12
392051,2823,0.0,12
392059,2823,0.0,12
392061,2823,0.0,12
392062,2823,0.0,12
392063,2823,0.0,12
392069,2823,0.0,12
392071,2823,0.0,12
392072,2823,0.0,12
392073,2823,0.0,12
392079,2823,0.0,12
392091,2823,0.0,12
392092,2823,0.0,12
392093,2823,0.0,12
392094,2823,0.0,12
392099,2823,0.0,12
392111,2823,0.0,12
392112,2823,0.0,12
392113,2823,0.0,12
392114,2823,0.0,12
392119,2823,0.0,12
392190,2823,0.0,12
392610,2823,0.0,12
392620,2823,0.0,12
