S1,S2,weight,group_id
6119,6115,0.2782745584063816,42
6119,6116,0.3924175105394166,42
6119,6118,0.3293079310542017,42
5121,5111,0.0935249077135847,26
5121,5112,0.4926501243255368,26
5121,5113,0.4010607630220532,26
5121,5114,0.0127642049388251,26
2411,2450,0.9278653791449148,9
2412,2450,1.0,9
2421,2450,0.0,9
6318,2450,0.0,9
6322,2450,0.0,9
6328,2450,0.0,9
2411,2460,0.0721346208550853,9
2412,2460,0.0,9
2421,2460,1.0,9
6318,2460,0.9999999990591992,9
6322,2460,0.0,9
6328,2460,0.0,9
2411,6349,0.0,9
2412,6349,0.0,9
2421,6349,0.0,9
6318,6349,3.140852111928119e-10,9
6322,6349,0.0,9
6328,6349,0.0,9
2411,6352,0.0,9
2412,6352,0.0,9
2421,6352,0.0,9
6318,6352,3.15162074877625e-10,9
6322,6352,1.0,9
6328,6352,0.0,9
2411,6359,0.0,9
2412,6359,0.0,9
2421,6359,0.0,9
6318,6359,3.115534069196269e-10,9
6322,6359,0.0,9
6328,6359,1.0,9
2640,2640,0.8967978753920203,10
2658,2640,0.9999999999982512,10
2640,2659,0.1032021246079796,10
2658,2659,1.748852167835105e-12,10
7293,7761,0.0235784479104728,81
7293,7762,0.0584137984233002,81
7293,7763,0.1039260110633874,81
7293,7764,0.2851299196602977,81
7293,7768,0.5289518229425418,81
3215,3223,0.0,18
3216,3223,0.1233713329561988,18
3217,3223,0.0,18
3215,3224,0.0,18
3216,3224,0.0,18
3217,3224,0.9999999999999938,18
3215,3231,1.0,18
3216,3231,0.876628667043801,18
3217,3231,6.090089225541043e-15,18
8971,8972,0.0,92
8972,8972,9.149412572643471e-11,92
8971,8973,0.3947454426559283,92
8972,8973,0.0,92
8971,8974,0.2100545103299643,92
8972,8974,0.0,92
8971,9710,0.3952000470141073,92
8972,9710,0.9999999999085059,92
4217,4239,1.0,25
4229,4239,0.2637960116145977,25
4217,4249,0.0,25
4229,4249,0.7362039883854022,25
7196,7452,0.8298650315487089,76
7317,7452,0.0,76
7196,7753,0.1701349684512418,76
7317,7753,0.0,76
7196,7919,4.925055440718956e-14,76
7317,7919,1.0,76
0311,0341,0.47533321255739,2
0311,0342,0.4146897466403434,2
0311,0343,0.0307693420245409,2
0311,0344,0.0792076987777254,2
6291,6251,0.4893815248437839,43
6291,6252,0.2374745554752551,43
6291,6253,0.0168880010729027,43
6291,6254,0.0381798515087027,43
6291,6259,0.2180760670993554,43
7183,7233,0.0,69
7184,7233,0.1231593525373588,69
7185,7233,0.0,69
7198,7233,0.0,69
7183,7234,0.0,69
7184,7234,0.4944673320440879,69
7185,7234,0.0,69
7198,7234,0.2133867017929928,69
7183,7239,0.0,69
7184,7239,0.3823733154185531,69
7185,7239,0.0,69
7198,7239,0.0,69
7183,7271,0.2440072641624516,69
7184,7271,0.0,69
7185,7271,0.0,69
7198,7271,0.0,69
7183,7272,0.7559927358375484,69
7184,7272,0.0,69
7185,7272,0.0,69
7198,7272,0.0147467093312757,69
7183,7283,0.0,69
7184,7283,0.0,69
7185,7283,0.7639613327785776,69
7198,7283,0.0,69
7183,7284,0.0,69
7184,7284,0.0,69
7185,7284,0.2360386672214223,69
7198,7284,0.7718665888757315,69
5333,5334,0.6853397334527758,33
5333,5335,0.314660266547224,33
2840,2881,0.311282412772312,16
