H2,H3,weight,group_id
440200,440210,0.1959036649992771,34
440200,440290,0.8040963350007229,34
852821,852849,0.1248667176056872,82
852822,852849,1.373385624814758e-10,82
852821,852859,0.8751332823943127,82
852822,852859,0.9999999998626616,82
441213,441210,0.1022379573544041,41
441214,441210,1.4272751577905602e-13,41
441219,441210,0.1646084221755714,41
441222,441210,3.516285971270678e-13,41
441223,441210,0.3328043160032163,41
441229,441210,4.892765228078438e-13,41
441292,441210,0.2128231223706563,41
441293,441210,0.1887968477069517,41
441299,441210,8.74894038275876e-13,41
441213,441231,0.8977620426455957,41
441214,441231,0.0,41
441219,441231,0.0,41
441222,441231,0.0,41
441223,441231,0.0,41
441229,441231,0.0,41
441292,441231,0.0,41
441293,441231,0.0,41
441299,441231,0.0,41
441213,441232,0.0,41
441214,441232,0.9999999999998572,41
441219,441232,0.0,41
441222,441232,0.0,41
441223,441232,0.0,41
441229,441232,0.0,41
441292,441232,0.0,41
441293,441232,0.0,41
441299,441232,0.0,41
441213,441239,0.0,41
441214,441239,0.0,41
441219,441239,0.8353915778244285,41
441222,441239,0.0,41
441223,441239,0.0,41
441229,441239,0.0,41
441292,441239,0.0,41
441293,441239,0.0,41
441299,441239,0.0,41
441213,441294,0.0,41
441214,441294,0.0,41
441219,441294,0.0,41
441222,441294,0.5521484646418119,41
441223,441294,7.771165212168998e-12,41
441229,441294,0.4305774533926089,41
441292,441294,8.600622307665359e-12,41
441293,441294,3.0156066704410466e-11,41
441299,441294,0.4862503763315086,41
441213,441299,0.0,41
441214,441299,0.0,41
441219,441299,0.0,41
441222,441299,0.4478515353578365,41
441223,441299,0.6671956839890126,41
441229,441299,0.5694225466069017,41
441292,441299,0.787176877620743,41
441293,441299,0.8112031522628921,41
441299,441299,0.5137496236676163,41
440729,440727,0.2285271403878852,36
440729,440728,0.0985721997801743,36
440729,440729,0.6729006598319403,36
540210,540211,0.5260614075261406,50
540210,540219,0.4739385924738594,50
732111,732111,0.9777606093107964,72
732113,732111,0.0,72
732111,732119,0.0222393906892036,72
732113,732119,1.0,72
842520,842531,0.0271614718906065,76
842531,842531,1.0,76
842539,842531,0.0,76
842520,842539,0.9728385281093934,76
842531,842539,0.0,76
842539,842539,1.0,76
460120,460121,0.2221506325981488,43
460120,460122,0.1413315259959535,43
460120,460129,0.6365178414058976,43
903020,903020,1.0,86
903083,903020,0.0217976704643388,86
903089,903020,0.111543774914021,86
903020,903032,0.0,86
903083,903032,0.0684716823803433,86
903089,903032,0.0,86
903020,903039,0.0,86
903083,903039,0.3008616031347981,86
903089,903039,0.0,86
903020,903084,0.0,86
903083,903084,0.6088690440205196,86
903089,903084,0.0,86
903020,903089,0.0,86
903083,903089,0.0,86
903089,903089,0.8884562250859789,86
550190,550140,0.5752678838453383,55
550190,550190,0.4247321161546616,55
030420,030421,0.0420530216915615,5
030420,030422,0.0410381970960348,5
030420,030429,0.9169087812124036,5
030379,030361,0.0965349896772592,3
030379,030362,0.1136719603411818,3
030379,030379,0.7897930499815589,3
640230,640291,1.144166339374497e-10,58
640291,640291,1.0,58
640299,640291,0.0,58
640230,640299,0.9999999998855834,58
640291,640299,0.0,58
640299,640299,1.0,58
441111,441112,4.637453730723598e-09,40
441119,441112,1.981558375238848e-09,40
441121,441112,0.3887671626817849,40
441129,441112,0.0606505976415526,40
441131,441112,0.447912751664962,40
441139,441112,0.1405286383937399,40
441191,441112,0.0,40
441199,441112,0.0,40
441111,441113,0.3591501911541611,40
441119,441113,0.0882917658075647,40
441121,441113,0.1722449706043428,40
441129,441113,0.3338142579029073,40
441131,441113,9.256892573377427e-08,40
441139,441113,2.653106312004118e-09,40
441191,441113,0.0,40
441199,441113,0.0,40
441111,441114,0.2721083256382871,40
441119,441114,0.1381338694648769,40
441121,441114,0.342961905866952,40
441129,441114,0.1470471917499206,40
441131,441114,0.5520871453323928,40
441139,441114,0.5457939678482947,40
441191,441114,0.0,40
441199,441114,0.0,40
441111,441192,0.3687414785700979,40
441119,441192,0.7735743627459998,40
441121,441192,0.0,40
441129,441192,0.0,40
441131,441192,0.0,40
441139,441192,0.0,40
441191,441192,0.0,40
441199,441192,0.0,40
441111,441193,0.0,40
441119,441193,0.0,40
441121,441193,0.0960259608469201,40
441129,441193,0.4584879527056195,40
441131,441193,0.0,40
441139,441193,0.0,40
441191,441193,0.0,40
441199,441193,0.0,40
441111,441194,0.0,40
441119,441194,0.0,40
441121,441194,0.0,40
441129,441194,0.0,40
441131,441194,1.0433719347141891e-08,40
441139,441194,0.313677391104859,40
441191,441194,1.0,40
441199,441194,1.0,40
291819,291818,0.0904598434875446,20
291819,291819,0.9095401565124552,20
540320,540331,0.1190255987779288,53
540331,540331,1.0,53
540332,540331,0.0,53
540333,540331,0.0,53
540339,540331,0.0,53
540341,540331,0.0,53
540342,540331,0.0,53
540349,540331,0.0,53
540320,540332,0.2859536425670409,53
540331,540332,0.0,53
540332,540332,1.0,53
540333,540332,0.0,53
540339,540332,0.0,53
540341,540332,0.0,53
540342,540332,0.0,53
540349,540332,0.0,53
540320,540333,0.2291940508272019,53
540331,540333,0.0,53
540332,540333,0.0,53
540333,540333,1.0,53
540339,540333,0.0,53
540341,540333,0.0,53
540342,540333,0.0,53
540349,540333,0.0,53
540320,540339,0.0114203542882706,53
540331,540339,0.0,53
540332,540339,0.0,53
540333,540339,0.0,53
540339,540339,1.0,53
540341,540339,0.0,53
540342,540339,0.0,53
540349,540339,0.0,53
540320,540341,0.3003376207452313,53
540331,540341,0.0,53
540332,540341,0.0,53
540333,540341,0.0,53
540339,540341,0.0,53
540341,540341,1.0,53
540342,540341,0.0,53
540349,540341,0.0,53
540320,540342,4.847523648559929e-12,53
540331,540342,0.0,53
540332,540342,0.0,53
540333,540342,0.0,53
540339,540342,0.0,53
540341,540342,0.0,53
540342,540342,1.0,53
540349,540342,0.0,53
540320,540349,0.0540687327894787,53
540331,540349,0.0,53
540332,540349,0.0,53
540333,540349,0.0,53
540339,540349,0.0,53
540341,540349,0.0,53
540342,540349,0.0,53
540349,540349,1.0,53
701329,701328,0.4355347937884047,64
701329,701337,0.5644652062115952,64
851910,851920,1.0,80
851921,851920,0.0,80
851929,851920,0.0,80
851940,851920,0.0,80
851992,851920,0.0,80
851993,851920,0.0,80
851999,851920,0.182407113145456,80
852010,851920,0.0,80
852032,851920,0.0,80
852033,851920,0.0,80
852039,851920,0.0,80
852090,851920,0.0,80
851910,851981,0.0,80
851921,851981,0.0,80
851929,851981,0.0,80
851940,851981,1.606969363365603e-09,80
851992,851981,1.0,80
851993,851981,1.0,80
851999,851981,0.8153760891593276,80
852010,851981,1.0,80
852032,851981,1.0,80
852033,851981,1.0,80
