S2,S3,weight,group_id
6519,0019,0.0,1
6521,0019,0.0,1
6522,0019,0.0,1
6531,0019,0.0,1
6532,0019,0.0,1
6534,0019,0.0,1
6535,0019,0.0,1
6536,0019,0.0,1
6538,0019,0.0,1
6539,0019,0.0,1
6541,0019,0.0,1
6542,0019,0.0,1
6543,0019,0.0,1
6544,0019,0.0,1
6545,0019,0.0,1
6549,0019,0.0,1
6551,0019,0.0,1
6552,0019,0.0,1
6553,0019,0.0,1
6560,0019,0.0,1
6571,0019,0.0,1
6572,0019,0.0,1
6573,0019,0.0,1
6574,0019,0.0,1
6575,0019,0.0,1
6577,0019,0.0,1
6579,0019,0.0,1
6581,0019,0.0,1
6582,0019,0.0,1
6583,0019,0.0,1
6584,0019,0.0,1
6589,0019,0.0,1
6597,0019,0.0,1
6613,0019,0.0,1
6618,0019,0.0,1
6633,0019,0.0,1
6639,0019,0.0,1
6641,0019,0.0,1
6642,0019,0.0,1
6643,0019,0.0,1
6644,0019,0.0,1
6645,0019,0.0,1
6646,0019,0.0,1
6649,0019,0.0,1
6651,0019,0.0,1
6652,0019,0.0,1
6658,0019,0.0,1
6666,0019,0.0,1
6716,0019,0.0,1
6727,0019,0.0,1
6731,0019,0.0,1
6732,0019,0.0,1
6733,0019,0.0,1
6741,0019,0.0,1
6744,0019,0.0,1
6745,0019,0.0,1
6746,0019,0.0,1
6747,0019,0.0,1
6749,0019,0.0,1
6750,0019,0.0,1
6770,0019,0.0,1
6781,0019,0.0,1
6782,0019,0.0,1
6783,0019,0.0,1
6784,0019,0.0,1
6793,0019,0.0,1
6794,0019,0.0,1
6821,0019,0.0,1
6832,0019,0.0,1
6880,0019,0.0,1
6911,0019,0.0,1
6912,0019,0.0,1
6921,0019,0.0,1
6924,0019,0.0,1
6940,0019,0.0,1
6951,0019,0.0,1
6960,0019,0.0,1
6973,0019,0.0,1
6974,0019,0.0,1
6975,0019,0.0,1
6978,0019,0.0,1
6993,0019,0.0,1
6996,0019,0.0,1
6997,0019,0.0,1
6998,0019,0.0,1
7126,0019,0.0,1
7129,0019,0.0,1
7149,0019,0.0,1
7161,0019,0.0,1
7162,0019,0.0,1
7169,0019,0.0,1
7188,0019,0.0,1
7233,0019,0.0,1
7234,0019,0.0,1
7239,0019,0.0,1
7244,0019,0.0,1
7245,0019,0.0,1
7246,0019,0.0,1
7281,0019,0.0,1
7284,0019,0.0,1
7361,0019,0.0,1
7362,0019,0.0,1
7367,0019,0.0,1
7369,0019,0.0,1
7373,0019,0.0,1
7411,0019,0.0,1
7416,0019,0.0,1
7431,0019,0.0,1
7432,0019,0.0,1
7433,0019,0.0,1
7434,0019,0.0,1
7435,0019,0.0,1
7436,0019,0.0,1
7439,0019,0.0,1
7441,0019,0.0,1
7442,0019,0.0,1
7449,0019,0.0,1
7452,0019,0.0,1
7499,0019,0.0,1
7611,0019,0.0,1
7612,0019,0.0,1
7638,0019,0.0,1
7641,0019,0.0,1
7642,0019,0.0,1
7643,0019,0.0,1
7648,0019,0.0,1
7649,0019,0.0,1
7711,0019,0.0,1
7712,0019,0.0,1
7731,0019,0.0,1
7754,0019,0.0,1
7757,0019,0.0,1
7782,0019,0.0,1
7783,0019,0.0,1
7788,0019,0.0,1
7849,0019,0.0,1
7852,0019,0.0,1
7853,0019,0.0,1
7868,0019,0.0,1
7919,0019,0.0,1
7924,0019,0.0,1
7928,0019,0.0,1
7929,0019,0.0,1
8124,0019,0.0,1
8211,0019,0.0,1
8219,0019,0.0,1
8310,0019,0.0,1
8421,0019,0.0,1
8422,0019,0.0,1
8423,0019,0.0,1
8424,0019,0.0,1
8429,0019,0.0,1
8431,0019,0.0,1
8432,0019,0.0,1
8433,0019,0.0,1
8434,0019,0.0,1
8435,0019,0.0,1
8439,0019,0.0,1
8441,0019,0.0,1
8442,0019,0.0,1
8443,0019,0.0,1
8451,0019,0.0,1
8452,0019,0.0,1
8459,0019,0.0,1
8461,0019,0.0,1
8462,0019,0.0,1
8463,0019,0.0,1
8464,0019,0.0,1
8471,0019,0.0,1
8472,0019,0.0,1
8481,0019,0.0,1
8482,0019,0.0,1
8484,0019,0.0,1
8510,0019,0.0,1
8710,0019,0.0,1
8731,0019,0.0,1
8732,0019,0.0,1
8741,0019,0.0,1
8742,0019,0.0,1
8743,0019,0.0,1
8744,0019,0.0,1
8745,0019,0.0,1
8748,0019,0.0,1
8749,0019,0.0,1
8812,0019,0.0,1
8841,0019,0.0,1
8851,0019,0.0,1
8852,0019,0.0,1
8921,0019,0.0,1
8922,0019,0.0,1
8924,0019,0.0,1
8928,0019,0.0,1
8931,0019,0.0,1
8932,0019,0.0,1
8933,0019,0.0,1
8935,0019,0.0,1
8939,0019,0.0,1
8941,0019,0.0,1
8942,0019,0.0,1
8946,0019,0.0,1
8947,0019,0.0,1
8951,0019,0.0,1
8952,0019,0.0,1
8959,0019,0.0,1
8960,0019,0.0,1
8972,0019,0.0,1
8973,0019,0.0,1
8991,0019,0.0,1
8997,0019,0.0,1
8998,0019,0.0,1
8999,0019,0.0,1
9410,0019,0.5938630199828386,1
9510,0019,0.0,1
0019,0123,0.0,1
0114,0123,1.0,1
0118,0123,0.2314023031438978,1
0129,0123,0.0,1
0141,0123,0.0,1
0149,0123,0.0,1
0223,0123,0.0,1
0224,0123,0.0,1
0341,0123,0.0,1
0342,0123,0.0,1
0343,0123,0.0,1
0360,0123,0.0,1
0371,0123,0.0,1
0372,0123,0.0,1
0440,0123,0.0,1
0481,0123,0.0,1
0483,0123,0.0,1
0484,0123,0.0,1
0488,0123,0.0,1
0545,0123,0.0,1
0546,0123,0.0,1
0548,0123,0.0,1
0561,0123,0.0,1
0565,0123,0.0,1
0583,0123,0.0,1
0586,0123,0.0,1
0589,0123,0.0,1
0619,0123,0.0,1
0711,0123,0.0,1
0712,0123,0.0,1
0730,0123,0.0,1
0742,0123,0.0,1
0751,0123,0.0,1
0811,0123,0.0,1
0819,0123,0.0,1
0913,0123,0.0,1
0914,0123,0.0,1
0980,0123,0.0,1
1110,0123,0.0,1
2320,0123,0.0,1
2331,0123,0.0,1
2482,0123,0.0,1
2483,0123,0.0,1
2687,0123,0.0,1
2711,0123,0.0,1
2712,0123,0.0,1
2732,0123,0.0,1
2786,0123,0.0,1
2924,0123,0.0,1
2926,0123,0.0,1
2927,0123,0.0,1
2929,0123,0.0,1
3345,0123,0.0,1
4111,0123,0.0,1
4113,0123,0.0,1
4232,0123,0.0,1
4233,0123,0.0,1
4234,0123,0.0,1
4235,0123,0.0,1
4236,0123,0.0,1
4239,0123,0.0,1
4241,0123,0.0,1
4242,0123,0.0,1
4243,0123,0.0,1
4244,0123,0.0,1
4245,0123,0.0,1
4249,0123,0.0,1
4311,0123,0.0,1
4312,0123,0.0,1
4314,0123,0.0,1
5111,0123,0.0,1
5121,0123,0.0,1
5169,0123,0.0,1
5231,0123,0.0,1
5232,0123,0.0,1
5239,0123,0.0,1
5241,0123,0.0,1
5249,0123,0.0,1
5331,0123,0.0,1
5335,0123,0.0,1
5416,0123,0.0,1
5417,0123,0.0,1
5419,0123,0.0,1
5513,0123,0.0,1
5530,0123,0.0,1
5541,0123,0.0,1
5542,0123,0.0,1
5621,0123,0.0,1
5623,0123,0.0,1
5629,0123,0.0,1
5821,0123,0.0,1
5822,0123,0.0,1
5823,0123,0.0,1
5824,0123,0.0,1
5825,0123,0.0,1
5826,0123,0.0,1
5827,0123,0.0,1
5828,0123,0.0,1
5829,0123,0.0,1
5831,0123,0.0,1
5832,0123,0.0,1
5833,0123,0.0,1
5834,0123,0.0,1
5835,0123,0.0,1
5836,0123,0.0,1
5837,0123,0.0,1
5838,0123,0.0,1
5839,0123,0.0,1
5841,0123,0.0,1
5842,0123,0.0,1
5843,0123,0.0,1
5849,0123,0.0,1
5851,0123,0.0,1
5852,0123,0.0,1
5922,0123,0.0,1
5981,0123,0.0,1
5982,0123,0.0,1
5983,0123,0.0,1
5989,0123,0.0,1
6123,0123,0.0,1
6129,0123,0.0,1
6210,0123,0.0,1
6282,0123,0.0,1
6289,0123,0.0,1
6330,0123,0.0,1
6341,0123,0.0,1
6342,0123,0.0,1
6343,0123,0.0,1
6344,0123,0.0,1
6349,0123,0.0,1
6351,0123,0.0,1
6353,0123,0.0,1
6354,0123,0.0,1
6359,0123,0.0,1
6411,0123,0.0,1
6412,0123,0.0,1
6413,0123,0.0,1
6415,0123,0.0,1
6416,0123,0.0,1
6417,0123,0.0,1
6418,0123,0.0,1
6419,0123,0.0,1
6421,0123,0.0,1
6424,0123,0.0,1
6428,0123,0.0,1
6511,0123,0.0,1
6512,0123,0.0,1
6513,0123,0.0,1
6514,0123,0.0,1
6515,0123,0.0,1
6516,0123,0.0,1
6517,0123,0.0,1
6518,0123,0.0,1
6519,0123,0.0,1
6521,0123,0.0,1
6522,0123,0.0,1
6531,0123,0.0,1
6532,0123,0.0,1
6534,0123,0.0,1
6535,0123,0.0,1
6536,0123,0.0,1
6538,0123,0.0,1
6539,0123,0.0,1
6541,0123,0.0,1
6542,0123,0.0,1
6543,0123,0.0,1
6544,0123,0.0,1
6545,0123,0.0,1
6549,0123,0.0,1
6551,0123,0.0,1
6552,0123,0.0,1
6553,0123,0.0,1
6560,0123,0.0,1
6571,0123,0.0,1
6572,0123,0.0,1
6573,0123,0.0,1
6574,0123,0.0,1
6575,0123,0.0,1
6577,0123,0.0,1
6579,0123,0.0,1
6581,0123,0.0,1
6582,0123,0.0,1
6583,0123,0.0,1
6584,0123,0.0,1
6589,0123,0.0,1
6597,0123,0.0,1
6613,0123,0.0,1
6618,0123,0.0,1
6633,0123,0.0,1
6639,0123,0.0,1
6641,0123,0.0,1
6642,0123,0.0,1
6643,0123,0.0,1
6644,0123,0.0,1
6645,0123,0.0,1
6646,0123,0.0,1
6649,0123,0.0,1
6651,0123,0.0,1
6652,0123,0.0,1
6658,0123,0.0,1
6666,0123,0.0,1
6716,0123,0.0,1
6727,0123,0.0,1
6731,0123,0.0,1
6732,0123,0.0,1
6733,0123,0.0,1
6741,0123,0.0,1
6744,0123,0.0,1
6745,0123,0.0,1
6746,0123,0.0,1
6747,0123,0.0,1
6749,0123,0.0,1
6750,0123,0.0,1
6770,0123,0.0,1
6781,0123,0.0,1
6782,0123,0.0,1
6783,0123,0.0,1
6784,0123,0.0,1
6793,0123,0.0,1
6794,0123,0.0,1
6821,0123,0.0,1
6832,0123,0.0,1
6880,0123,0.0,1
6911,0123,0.0,1
6912,0123,0.0,1
6921,0123,0.0,1
6924,0123,0.0,1
6940,0123,0.0,1
6951,0123,0.0,1
6960,0123,0.0,1
6973,0123,0.0,1
6974,0123,0.0,1
6975,0123,0.0,1
6978,0123,0.0,1
6993,0123,0.0,1
6996,0123,0.0,1
6997,0123,0.0,1
6998,0123,0.0,1
7126,0123,0.0,1
7129,0123,0.0,1
7149,0123,0.0,1
7161,0123,0.0,1
7162,0123,0.0,1
7169,0123,0.0,1
7188,0123,0.0,1
7233,0123,0.0,1
7234,0123,0.0,1
7239,0123,0.0,1
7244,0123,0.0,1
7245,0123,0.0,1
7246,0123,0.0,1
7281,0123,0.0,1
7284,0123,0.0,1
7361,0123,0.0,1
7362,0123,0.0,1
7367,0123,0.0,1
7369,0123,0.0,1
7373,0123,0.0,1
7411,0123,0.0,1
7416,0123,0.0,1
7431,0123,0.0,1
7432,0123,0.0,1
7433,0123,0.0,1
7434,0123,0.0,1
7435,0123,0.0,1
7436,0123,0.0,1
7439,0123,0.0,1
7441,0123,0.0,1
7442,0123,0.0,1
7449,0123,0.0,1
7452,0123,0.0,1
7499,0123,0.0,1
7611,0123,0.0,1
7612,0123,0.0,1
7638,0123,0.0,1
7641,0123,0.0,1
7642,0123,0.0,1
7643,0123,0.0,1
7648,0123,0.0,1
7649,0123,0.0,1
7711,0123,0.0,1
7712,0123,0.0,1
7731,0123,0.0,1
7754,0123,0.0,1
7757,0123,0.0,1
7782,0123,0.0,1
7783,0123,0.0,1
7788,0123,0.0,1
7849,0123,0.0,1
7852,0123,0.0,1
7853,0123,0.0,1
7868,0123,0.0,1
7919,0123,0.0,1
7924,0123,0.0,1
7928,0123,0.0,1
7929,0123,0.0,1
8124,0123,0.0,1
8211,0123,0.0,1
8219,0123,0.0,1
8310,0123,0.0,1
8421,0123,0.0,1
8422,0123,0.0,1
8423,0123,0.0,1
8424,0123,0.0,1
8429,0123,0.0,1
8431,0123,0.0,1
8432,0123,0.0,1
8433,0123,0.0,1
8434,0123,0.0,1
8435,0123,0.0,1
8439,0123,0.0,1
8441,0123,0.0,1
8442,0123,0.0,1
8443,0123,0.0,1
8451,0123,0.0,1
8452,0123,0.0,1
