S3,H0,weight,group_id
2789,252700,0.0084830304807593,120
2785,252810,0.0,120
2789,252810,0.0463257900238072,120
2785,252890,0.0,120
2789,252890,0.0783853986523666,120
2785,252910,0.0643212200148389,120
2789,252910,0.0,120
2785,252921,0.1095584935073143,120
2789,252921,0.0,120
2785,252922,0.1529994047481159,120
2789,252922,0.0,120
2785,252930,0.2081136081906761,120
2789,252930,0.0,120
2785,253010,0.0,120
2789,253010,0.0610107251232936,120
2785,253020,0.0076971275634331,120
2789,253020,0.0653551580981639,120
2785,253030,0.0242849568195574,120
2789,253030,0.0191261537914664,120
2785,253040,0.0331023826545544,120
2789,253040,0.0102454689848112,120
2785,253090,0.0337526390919635,120
2789,253090,0.0607066015984799,120
2785,271410,0.0,120
2789,271410,0.0599800811451473,120
2785,271490,0.0,120
2789,271490,0.2420165762791663,120
6536,551611,0.2677999909625171,308
6536,551612,0.2128103820356013,308
6536,551613,0.1940867795635024,308
6536,551614,0.3253028474383791,308
0561,071210,0.2022214234183588,40
0561,071220,0.2506685989565465,40
0561,071230,0.2580494582184743,40
0561,071290,0.2890605194066203,40
7139,840991,0.6327560651484189,481
7139,840999,0.3672439348515809,481
8732,902910,0.1890856330150472,601
8732,902920,0.5143088299778784,601
8732,902990,0.2966055370070743,601
8843,900211,0.4349449242986426,586
8843,900219,0.2403038549003855,586
8843,900220,0.1484851201835403,586
8843,900290,0.1762661006174314,586
5222,280110,0.0576747033500711,139
5222,280120,0.0789589201525982,139
5222,280130,0.0314681228338705,139
5222,280200,0.0247570099688427,139
5222,280410,0.0987433814865922,139
5222,280421,0.0694852684443309,139
5222,280429,0.05496633912491,139
5222,280430,0.038109153253149,139
5222,280440,0.0341887447868913,139
5222,280450,0.0268770167239341,139
5222,280461,0.0775839691248011,139
5222,280469,0.1080976643867771,139
5222,280470,0.0604091478708025,139
5222,280480,0.0257293428658473,139
5222,280490,0.0286394022473127,139
5222,280511,0.0517602375204067,139
5222,280519,0.0262992828603529,139
5222,280521,0.032022019331067,139
5222,280522,0.0262381883060786,139
5222,280530,0.0259684258530761,139
5222,280540,0.0220236595082872,139
0112,020210,0.2166207294812048,7
0112,020220,0.2194457122845257,7
0112,020230,0.5639335582342693,7
6912,761010,0.4388172776956261,450
6912,761090,0.5611827223043738,450
6794,730610,0.1148394605498937,424
6794,730620,0.0944082002835281,424
6794,730630,0.2482550964613818,424
6794,730640,0.1310598906223833,424
6794,730650,0.0842177902775226,424
6794,730660,0.2416095674908012,424
6794,730690,0.0856099943144891,424
5983,340410,0.1900492177126984,183
5983,340420,0.2409504132046727,183
5983,340490,0.5690003690826287,183
7931,890310,0.1148723500969874,582
7931,890391,0.1961769014061744,582
7931,890392,0.4438686783342126,582
7931,890399,0.2450820701626254,582
8719,901310,0.238419601845147,590
8719,901320,0.1657099172169158,590
8719,901380,0.1954940329430383,590
8719,901390,0.4003764479948987,590
7249,845090,0.4846763423459173,521
7249,845190,0.5153236576540826,521
0371,160411,0.1436242761812937,92
0371,160412,0.0666741916825238,92
0371,160413,0.0862916778056723,92
0371,160414,0.2666981967925841,92
0371,160415,0.0690889080218697,92
0371,160416,0.0810564014930997,92
0371,160419,0.1233333850947322,92
0371,160420,0.0890481356952244,92
0371,160430,0.0741848272329997,92
6213,400700,0.1451363322592135,222
6213,400811,0.2780249104088561,222
6213,400819,0.1403446201348575,222
6213,400821,0.2217182596281932,222
6213,400829,0.2147758775688794,222
6611,252210,0.6253406673963811,126
6611,252220,0.1843563249314638,126
6611,252230,0.1903030076721549,126
4216,151521,0.6064812528512915,82
4216,151529,0.3935187471487084,82
5534,330610,0.4737628993717452,178
6515,330610,0.0,178
6516,330610,0.0,178
6517,330610,0.0,178
5534,330690,0.3062736005203969,178
6515,330690,0.0,178
6516,330690,0.0,178
6517,330690,0.0,178
5534,540210,0.0982147451462489,178
6515,540210,0.0,178
6516,540210,0.0876505958766472,178
6517,540210,0.0,178
5534,540220,0.0,178
6515,540220,0.0,178
6516,540220,0.1099440416219874,178
6517,540220,0.0,178
5534,540231,0.0,178
6515,540231,0.2145005749133857,178
6516,540231,0.0,178
6517,540231,0.0,178
5534,540232,5.72684453417649e-13,178
6515,540232,0.323419586440183,178
6516,540232,0.0,178
6517,540232,0.0,178
5534,540233,0.0,178
6515,540233,0.2536085797120913,178
6516,540233,0.0,178
6517,540233,0.0,178
5534,540239,0.0,178
6515,540239,0.2084712589343398,178
6516,540239,0.0,178
6517,540239,0.0,178
5534,540241,0.1217487549610362,178
6515,540241,0.0,178
6516,540241,0.123883702621019,178
6517,540241,0.0,178
5534,540242,0.0,178
6515,540242,0.0,178
6516,540242,0.0930240674726561,178
6517,540242,0.0,178
5534,540243,0.0,178
6515,540243,0.0,178
6516,540243,0.0922169289942443,178
6517,540243,0.0,178
5534,540249,0.0,178
6515,540249,0.0,178
6516,540249,0.125701902609096,178
6517,540249,0.0,178
5534,540251,0.0,178
6515,540251,0.0,178
6516,540251,0.0448541924564777,178
6517,540251,0.0,178
5534,540252,0.0,178
6515,540252,0.0,178
6516,540252,0.0487979056635478,178
6517,540252,0.0,178
5534,540259,0.0,178
6515,540259,0.0,178
6516,540259,0.0448416044656901,178
6517,540259,0.0,178
5534,540261,0.0,178
6515,540261,0.0,178
6516,540261,0.0519513655821623,178
6517,540261,0.0,178
5534,540262,0.0,178
6515,540262,0.0,178
6516,540262,0.0485622503599861,178
6517,540262,0.0,178
5534,540269,0.0,178
6515,540269,0.0,178
6516,540269,0.0444389924107698,178
6517,540269,0.0,178
5534,540310,0.0,178
6515,540310,0.0,178
6516,540310,0.0,178
6517,540310,0.1669739531209505,178
5534,540320,0.0,178
6515,540320,0.0,178
6516,540320,0.0,178
6517,540320,0.0527998541172094,178
5534,540331,0.0,178
6515,540331,0.0,178
6516,540331,0.0,178
6517,540331,0.2138762716239809,178
5534,540332,0.0,178
6515,540332,0.0,178
6516,540332,0.0,178
6517,540332,0.0668263259623343,178
5534,540333,0.0,178
6515,540333,0.0,178
6516,540333,0.0,178
6517,540333,0.1533912102179028,178
5534,540339,0.0,178
6515,540339,0.0,178
6516,540339,0.0,178
6517,540339,0.0866600914072404,178
5534,540341,0.0,178
6515,540341,0.0,178
6516,540341,0.0,178
6517,540341,0.0647027446045309,178
5534,540342,0.0,178
6515,540342,0.0,178
6516,540342,0.0,178
6517,540342,0.0567249299540774,178
5534,540349,0.0,178
6515,540349,0.0,178
6516,540349,0.0,178
6517,540349,0.0597799900706326,178
5534,540500,0.0,178
6515,540500,0.0,178
6516,540500,0.0,178
6517,540500,0.0782646289198008,178
5534,540610,0.0,178
6515,540610,0.0,178
6516,540610,0.0431017373951977,178
6517,540610,6.595916193148499e-13,178
5534,540620,0.0,178
6515,540620,0.0,178
6516,540620,0.0410307124705179,178
6517,540620,6.800181996284025e-13,178
7252,844110,0.2181857222558727,513
7252,844120,0.1512880766591931,513
7252,844130,0.2911753553710899,513
7252,844140,0.12699958600337,513
7252,844180,0.2123512597104741,513
0342,030310,0.0576228505306756,17
0342,030321,0.0355672863074724,17
0342,030322,0.0464902984691213,17
0342,030329,0.0338611106500955,17
0342,030331,0.0459799757428387,17
0342,030332,0.0325727688128245,17
0342,030333,0.0431691549817485,17
0342,030339,0.0351898415477361,17
0342,030341,0.0533782845129153,17
0342,030342,0.0596636888444995,17
0342,030343,0.0405101394934198,17
0342,030349,0.0348805965281507,17
0342,030350,0.0360680786870189,17
0342,030360,0.0556164542287486,17
0342,030371,0.0359666430793689,17
0342,030372,0.0385031387167035,17
0342,030373,0.0338143976093141,17
0342,030374,0.0392889633855377,17
0342,030375,0.0378102042755675,17
0342,030376,0.033357328190888,17
0342,030377,0.0350100059234226,17
0342,030378,0.0485270951722083,17
0342,030379,0.0511928136671831,17
0342,030380,0.0359588806425397,17
2842,750110,0.7795529471261406,445
2842,750120,0.2204470528738592,445
0611,170111,0.7401510222211776,94
0611,170112,0.2598489777788222,94
6651,701010,0.0,389
6659,701010,0.1001628918924179,389
6651,701090,0.6408554931904502,389
6659,701090,0.0,389
6651,701200,0.1606261720715854,389
6659,701200,4.237481239441928e-14,389
6651,701400,0.0,389
6659,701400,0.1536017339206168,389
6651,701610,0.0,389
6659,701610,0.0679841738424025,389
6651,701710,0.0,389
6659,701710,0.0778054493263075,389
6651,701720,0.0,389
6659,701720,0.1538722561314987,389
6651,701790,0.0,389
6659,701790,0.1437899180923817,389
6651,701810,0.0,389
6659,701810,0.1458594191841935,389
6651,701820,0.0,389
6659,701820,0.08734708266057,389
6651,701890,0.0,389
6659,701890,0.0695770749495192,389
6651,702000,0.1985183347379642,389
6659,702000,4.9433818856518777e-14,389
7133,840721,0.4497810835988556,478
7133,840729,0.2418003013153727,478
7133,840810,0.3084186150857716,478
0223,040310,0.357865637721435,27
0223,040390,0.2220753206905462,27
0223,210500,0.4200590415880187,27
5259,284510,0.1840272310560173,148
5259,284590,0.1713112462354444,148
5259,284610,0.1973872582830147,148
5259,284690,0.4472742644255233,148
7728,853810,0.3239810802790155,554
7728,853890,0.6760189197209844,554
8456,611231,0.1066706029796555,339
8456,611239,0.0977796042412388,339
8456,611241,0.2580221246433977,339
8456,611249,0.1449821198341696,339
8456,621111,0.2866655749943143,339
8456,621112,0.1058799733072236,339
6561,560110,0.0,310
6577,560110,0.1626918902080565,310
6561,560121,0.0,310
6577,560121,0.0614951344455406,310
6561,560122,0.0,310
6577,560122,0.0865498852429211,310
6561,560129,0.0,310
6577,560129,0.0381057809593366,310
6561,560130,0.0,310
6577,560130,0.0644910444297253,310
6561,580610,0.138316565428567,310
6577,580610,2.1394187340874607e-11,310
6561,580620,0.1693009895689193,310
6577,580620,0.0,310
6561,580631,0.1477862308476771,310
6577,580631,0.0,310
6561,580632,0.2922580337636359,310
6577,580632,0.0,310
6561,580639,0.1289845167530606,310
6577,580639,0.0,310
6561,580640,0.1233536636381397,310
6577,580640,0.0,310
6561,590800,0.0,310
6577,590800,0.0393243467239817,310
6561,591110,0.0,310
6577,591110,0.0779058290462584,310
6561,591120,0.0,310
6577,591120,0.0821943145088171,310
6561,591131,0.0,310
6577,591131,0.095851748442058,310
6561,591132,0.0,310
6577,591132,0.1519082971478128,310
6561,591140,0.0,310
6577,591140,0.0437507264179114,310
6561,591190,0.0,310
6577,591190,0.0957310024061856,310
6613,680100,0.0778779597695915,373
6613,680210,0.0710751824650372,373
6613,680221,0.0783520504716791,373
6613,680222,0.0720794218684176,373
6613,680223,0.0765565681879733,373
6613,680229,0.0693804766134362,373
6613,680291,0.1143559107270103,373
6613,680292,0.1083219444949775,373
6613,680293,0.1228968368884828,373
6613,680299,0.0874504138806409,373
6613,680300,0.121653234632753,373
7232,842951,0.3462987698472285,502
7232,842952,0.4072491976237241,502
7232,842959,0.2464520325290471,502
6812,711011,0.2473615815180525,397
6812,711019,0.076619730764794,397
6812,711021,0.1282130905293565,397
6812,711029,0.0934864265261888,397
6812,711031,0.1591664244768552,397
6812,711039,0.1068427915682425,397
6812,711041,0.0655177194502916,397
6812,711049,0.0614890185521523,397
6812,711100,0.0613032166140662,397
2484,440721,0.1126530997173899,248
2484,440722,0.1001366290573492,248
2484,440723,0.0787751398313922,248
2484,440791,0.4385259987834392,248
2484,440792,0.0983529466453217,248
2484,440799,0.1715561859651076,248
0013,010310,0.257035449989698,3
0013,010391,0.3050749406828295,3
0013,010392,0.4378896093274723,3
5621,310210,0.1889525834888841,165
5621,310221,0.1028567799140196,165
5621,310229,0.0724288358858365,165
5621,310230,0.1247935673533318,165
5621,310240,0.1457903441839775,165
5621,310260,0.0768705417735428,165
5621,310270,0.0741036030712631,165
5621,310280,0.1391337830519503,165
5621,310290,0.0750699612771939,165
8426,620461,0.169108079736125,352
8426,620462,0.4036149258446801,352
8426,620463,0.1972910914781934,352
8426,620469,0.2299859029410013,352
7213,843410,0.2256725212889669,506
7213,843420,0.3078759403525682,506
7213,843490,0.4664515383584648,506
6584,630210,0.0471310800298492,362
6584,630221,0.1082752945630415,362
6584,630222,0.070016066116234,362
6584,630229,0.0294676327962644,362
6584,630231,0.0996404554128916,362
6584,630232,0.0458740064922671,362
6584,630239,0.0346061936597153,362
6584,630240,0.0353144194772403,362
6584,630251,0.0823209924785135,362
6584,630252,0.0339397892117224,362
6584,630253,0.0448691925929019,362
6584,630259,0.0285974300368064,362
6584,630260,0.1740487495880439,362
6584,630291,0.0776874518486042,362
6584,630292,0.030592165640015,362
6584,630293,0.0294342322399924,362
6584,630299,0.0281848478158962,362
6212,400610,0.4470298462754181,221
6212,400690,0.5529701537245818,221
0123,020710,0.1102208785097548,11
0123,020721,0.0747615039513592,11
0123,020722,0.0567744250396461,11
0123,020723,0.0552680133649245,11
0123,020731,0.0557987485910523,11
0123,020739,0.2756929756411209,11
0123,020741,0.1536178572966114,11
0123,020742,0.1150559400574246,11
0123,020743,0.0531399649132301,11
0123,020750,0.0496696926348757,11
0622,170410,0.312065729880271,98
0622,170490,0.6879342701197289,98
6811,710610,0.1814005815660939,396
6811,710691,0.4980200853928345,396
6811,710692,0.1804459437017473,396
6811,710700,0.140133389339324,396
5334,320810,0.1322643037006921,173
5334,320820,0.1606732900937752,173
5334,320890,0.2166972910162315,173
5334,320910,0.1208909717995633,173
5334,320990,0.1172552127720907,173
5334,321000,0.0735004478028355,173
5334,321210,0.0978485566533009,173
5334,321290,0.0808699261615106,173
8826,370510,0.357818065165273,191
8826,370520,0.259109598622112,191
8826,370590,0.3830723362126148,191
7283,847410,0.135474521564548,534
7283,847420,0.1519249452201872,534
7283,847431,0.1115058456099548,534
7283,847432,0.1475517534643692,534
7283,847439,0.1099818589839727,534
7283,847480,0.1471550732702353,534
7283,847490,0.1964060018867324,534
3351,271210,0.1614513649493864,137
3351,271220,0.4462872828944882,137
3351,271290,0.3922613521561252,137
8519,640610,0.4100972881287991,368
8519,640620,0.2138223944778597,368
8519,640691,0.1714356777924738,368
8519,640699,0.2046446396008672,368
8822,370110,0.258554816915801,188
8822,370120,0.2052753812158174,188
8822,370130,0.3018461673858752,188
8822,370191,0.0976076881419904,188
8822,370199,0.1367159463405157,188
7316,846011,0.1059956349875895,530
7316,846019,0.0995326931193862,530
7316,846021,0.250063165296383,530
7316,846029,0.1306534718926565,530
7316,846031,0.0962715149622789,530
7316,846039,0.0905020192647821,530
7316,846040,0.0986907654149315,530
7316,846090,0.1282907350619917,530
2322,400300,0.4537400020229667,219
2322,400400,0.5462599979770333,219
7268,844010,0.6495334962054992,512
7268,844090,0.3504665037945006,512
6623,381600,0.2351152754065996,196
6623,690100,0.1147045327754843,196
6623,690210,0.2546105314018349,196
6623,690220,0.2320475420903455,196
6623,690290,0.1635221183257354,196
8842,900311,0.1786549678951469,587
8842,900319,0.3048217349157659,587
8842,900390,0.1243183880376144,587
8842,900410,0.2472513883959015,587
8842,900490,0.1449535207555711,587
7916,860310,0.660087175829271,563
7916,860390,0.3399128241707289,563
7442,842511,0.2265120296005527,496
7442,842519,0.1969296496084954,496
7442,842520,0.1153012127442566,496
7442,842531,0.2136148280528631,496
7442,842539,0.247642279993832,496
6299,401610,0.0971498774388488,229
6299,401691,0.095855410030378,229
6299,401692,0.0592965807454208,229
6299,401693,0.3007468889329479,229
6299,401694,0.0555355983136188,229
6299,401695,0.0734878258913001,229
6299,401699,0.256312622707295,229
6299,401700,0.0616151959401902,229
8823,370210,0.0440570911532808,189
8823,370220,0.0174407443725657,189
8823,370231,0.0559097502994218,189
8823,370232,0.0555396365119137,189
8823,370239,0.0230015966310598,189
8823,370241,0.185150858092439,189
8823,370242,0.0863345481562138,189
8823,370243,0.049622103610446,189
8823,370244,0.0666985048259647,189
8823,370251,0.0244981470640191,189
8823,370252,0.0232646104156821,189
8823,370253,0.0341848007298005,189
8823,370254,0.0992644761058572,189
8823,370255,0.0775155652794966,189
8823,370256,0.0284896229357997,189
8823,370291,0.0163066859116631,189
8823,370292,0.0175013151204596,189
8823,370293,0.0237289214572122,189
8823,370294,0.0366806602831722,189
8823,370295,0.0348103610435317,189
2614,500100,0.2590648593916385,271
2614,500310,0.3618346207727444,271
2614,500390,0.3791005198356171,271
8859,910610,0.034463462187779,607
8859,910620,0.0300535942553873,607
8859,910690,0.0362112705759611,607
8859,910700,0.0918929794750243,607
8859,910911,0.0294250200443659,607
8859,910919,0.0333472684554955,607
8859,910990,0.034057217303706,607
8859,911011,0.0404512964531138,607
8859,911012,0.0336794564048754,607
8859,911019,0.0303136829095704,607
8859,911090,0.0291507931686476,607
8859,911110,0.0364119010153563,607
8859,911120,0.042231688203782,607
8859,911180,0.0291698047233338,607
8859,911190,0.0558633227905702,607
8859,911210,0.0268068410974892,607
8859,911280,0.0271634938420997,607
8859,911290,0.0277519576010453,607
8859,911310,0.0398770107773575,607
8859,911320,0.0470763313158096,607
8859,911390,0.0466293986249244,607
8859,911410,0.0281681829643525,607
8859,911420,0.031316056698103,607
8859,911430,0.034495877606509,607
8859,911440,0.0289711157666674,607
8859,911490,0.0750209757386729,607
6563,560600,0.4888800518692902,313
6563,580810,0.2391985679642457,313
6563,580890,0.2719213801664639,313
0546,071010,0.1114797365003106,38
0546,071021,0.1303168720454258,38
0546,071022,0.1332816198196983,38
0546,071029,0.0825091486644593,38
0546,071030,0.0991571190062026,38
0546,071040,0.1022178684220326,38
0546,071080,0.22796815402351,38
0546,071090,0.1130694815183607,38
8974,711510,0.6117003238867114,398
8974,711590,0.3882996761132885,398
6121,420400,1.322695749822281e-13,239
6129,420400,0.3722961049408256,239
6121,420500,0.9999999999998676,239
6129,420500,0.6277038950591743,239
7443,842611,0.1094124243114349,498
7443,842612,0.0986059622605141,498
7443,842619,0.1120044900463851,498
7443,842620,0.105482509762776,498
7443,842630,0.1074678863383275,498
7443,842641,0.1343268611072453,498
7443,842649,0.1142915764549905,498
7443,842691,0.1305610986768296,498
7443,842699,0.0878471910414965,498
5533,330510,0.255387453088693,177
5533,330520,0.1568912012716971,177
5533,330530,0.2529333894828226,177
5533,330590,0.3347879561567871,177
5931,360100,0.3194337232609733,186
5931,360200,0.6805662767390265,186
6131,430211,0.249369678890248,241
6131,430212,0.2027473098025219,241
6131,430213,0.2080187225261176,241
6131,430219,0.3398642887811123,241
2924,121110,0.2974397807148105,67
2924,121120,0.3160102855545076,67
2924,121190,0.3865499337306816,67
5821,391910,0.4906975969843931,214
5821,391990,0.5093024030156068,214
8913,930310,0.1759768079879363,612
8913,930320,0.2928799132514507,612
8913,930330,0.2931130289748228,612
8913,930390,0.0941798735757608,612
8913,930400,0.1438503762100291,612
2731,251400,0.064267394891106,123
2731,251511,0.1124774022264376,123
2731,251512,0.0946551189577694,123
2731,251520,0.0595316289916651,123
2731,251611,0.4158080890663868,123
2731,251612,0.0797841772374732,123
2731,251621,0.0512545225531488,123
2731,251622,0.0560101659114495,123
2731,251690,0.0662115001645633,123
8993,340600,0.1318592843171959,185
8993,360500,0.0730283501459163,185
8993,360610,0.0509261909116855,185
8993,360690,0.0697992513413302,185
8993,961310,0.199323861602802,185
8993,961320,0.0988442438235615,185
8993,961330,0.0437026768126049,185
8993,961380,0.1082656768590413,185
8993,961390,0.0868208297477111,185
8993,961410,0.0494485383836081,185
8993,961420,0.045923069400272,185
8993,961490,0.0420580266542709,185
0723,180310,0.7912267841918033,99
0723,180320,0.2087732158081966,99
6637,690310,0.2287086689938074,380
6637,690320,0.4167090044057736,380
6637,690390,0.3545823266004188,380
6965,821410,0.2890109776397423,466
6965,821420,0.4884185870259629,466
6965,821490,0.2225704353342946,466
6662,691310,0.6056075696043077,384
6662,691390,0.3943924303956922,384
8217,940370,0.5365643821842451,619
8217,940380,0.4634356178157549,619
2114,410310,0.1570344169981944,232
2119,410310,0.0709271725691222,232
2122,410310,0.0480350062423703,232
2123,410310,4.498890515234915e-11,232
6116,410310,0.0,232
6117,410310,0.0,232
2114,410320,0.1292746130055584,232
2119,410320,0.2097793644474101,232
2122,410320,0.0378172935437857,232
2123,410320,0.9999999971552496,232
6116,410320,0.0,232
6117,410320,0.0,232
2114,410390,0.1502201038449084,232
2119,410390,0.1496119628135384,232
2122,410390,0.045801330008779,232
2123,410390,5.015986337689982e-11,232
6116,410390,0.0,232
6117,410390,0.0,232
2114,410611,6.3587430623770374e-12,232
2119,410611,1.0253194362901456e-11,232
